Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date,
775,blue,-60,115-2000 A,TATA,19.6,26.4,,2/10/20,0.742424242
738,green,-40,115-2000 A,TATA,14.6,19.1,,2/10/20,0.764397906
37,red,4,115-76 A,TATA,11,31.9,62.7,2/10/20,0.344827586
91,red,-10,115-76 A,TATA,12.8,27.8,,2/10/20,0.460431655
38,red,4,115-76 A,TATA,8.7,17.3,38,2/10/20,0.502890173
74,red,-10,115-76 A,TATA,9.7,17.8,,2/10/20,0.54494382
80,red,4,115-76 A,TATA,14.1,24.5,NA,2/10/20,0.575510204
55,red,-10,115-76 A,TATA,12.4,20.2,,2/10/20,0.613861386
147,orange,-20,115-76 A,TATA,16.1,24.7,,2/10/20,0.651821862
311,yellow,-30,115-76 A,TATA,15,23,,2/10/20,0.652173913
134,orange,-20,115-76 A,TATA,11.4,17.3,,2/10/20,0.658959538
129,orange,-20,115-76 A,TATA,13.3,19.6,,2/10/20,0.678571429
307,yellow,-30,115-76 A,TATA,16.8,24.7,,2/10/20,0.680161943
386,green,-40,115-76 A,TATA,21,30,,2/10/20,0.7
304,yellow,-30,115-76 A,TATA,15.3,21.7,,2/10/20,0.705069124
585,blue,-60,115-76 A,TATA,20.5,28.3,,2/10/20,0.724381625
538,blue,-60,115-76 A,TATA,20.7,28.4,,2/10/20,0.728873239
584,blue,-80,115-76 A,TATA,29.8,40.6,,2/10/20,0.733990148
520,blue,-60,115-76 A,TATA,23.7,31.7,,2/10/20,0.747634069
421,green,-40,115-76 A,TATA,19.4,25.2,,2/10/20,0.76984127
423,green,-40,115-76 A,TATA,36.4,47,,2/10/20,0.774468085
613,blue,-80,115-76 A,TATA,16.4,21,,2/10/20,0.780952381
575,blue,-80,115-76 A,TATA,22.3,26.4,,2/10/20,0.84469697
20,red,4,122-2003 B,DAVI,9.3,45.1,66.8,2/10/20,0.206208426
7,red,-10,122-2003 B,DAVI,13.1,55.3,,2/10/20,0.236889693
33,red,4,122-2003 B,DAVI,9.6,40.2,60,2/10/20,0.23880597
48,red,-10,122-2003 B,DAVI,11.9,39.8,,2/10/20,0.298994975
105,red,4,122-2003 B,DAVI,11.1,37.1,68.1,2/10/20,0.299191375
47,red,-10,122-2003 B,DAVI,11.4,36.6,,2/10/20,0.31147541
144,orange,-20,122-2003 B,DAVI,28.8,48.1,,2/10/20,0.598752599
395,green,-40,122-2003 B,DAVI,29.7,42.8,,2/10/20,0.693925234
219,orange,-20,122-2003 B,DAVI,42.9,58.7,,2/10/20,0.730834753
565,blue,-60,122-2003 B,DAVI,53,71,,2/10/20,0.746478873
525,blue,-80,122-2003 B,DAVI,36.4,48.7,,2/10/20,0.747433265
557,blue,-80,122-2003 B,DAVI,34.1,45.6,,2/10/20,0.747807018
526,blue,-80,122-2003 B,DAVI,58,77.2,,2/10/20,0.751295337
285,yellow,-30,122-2003 B,DAVI,47.2,62.5,,2/10/20,0.7552
414,green,-40,122-2003 B,DAVI,41.5,53.2,,2/10/20,0.780075188
299,yellow,-30,122-2003 B,DAVI,53.8,68.9,,2/10/20,0.7808418
528,blue,-60,122-2003 B,DAVI,35.7,45.4,,2/10/20,0.786343612
286,yellow,-30,122-2003 B,DAVI,45.8,57,,2/10/20,0.803508772
492,green,-40,122-2003 B,DAVI,40.8,50.4,,2/10/20,0.80952381
550,blue,-60,122-2003 B,DAVI,52.4,60.7,,2/10/20,0.863261944
234,orange,-20,122-2003 B,DAVI,27.5,NA,,2/10/20,#VALUE!
792,blue,-60,124-2005 C,SPIC,25.1,101.4,,2/10/20,0.247534517
673,red,-10,124-2005 C,SPIC,12.6,45.7,,2/10/20,0.27571116
194,orange,4,124-2005 C,SPIC,13.4,46.7,94.1,2/10/20,0.286937901
214,orange,4,124-2005 C,SPIC,13.1,44.9,81.4,2/10/20,0.291759465
185,orange,4,124-2005 C,SPIC,13,41.5,68.7,2/10/20,0.313253012
658,red,-10,124-2005 C,SPIC,10.7,32.2,,2/10/20,0.332298137
677,red,-10,124-2005 C,SPIC,22.2,66.8,,2/10/20,0.332335329
811,blue,-60,124-2005 C,SPIC,27.4,64.7,,2/10/20,0.423493045
171,orange,-20,124-2005 C,SPIC,29,57.8,,2/10/20,0.501730104
351,yellow,-30,124-2005 C,SPIC,32.3,64.3,,2/10/20,0.502332815
441,green,-80,124-2005 C,SPIC,29.8,58.5,,2/10/20,0.509401709
271,yellow,-30,124-2005 C,SPIC,27.7,54.3,,2/10/20,0.510128913
503,green,-40,124-2005 C,SPIC,34.7,64.7,,2/10/20,0.536321484
494,green,-80,124-2005 C,SPIC,30.2,56.3,,2/10/20,0.536412078
183,orange,-20,124-2005 C,SPIC,30.4,55.8,,2/10/20,0.544802867
804,blue,-60,124-2005 C,SPIC,39.3,68,,2/10/20,0.577941176
366,yellow,-30,124-2005 C,SPIC,28.8,49.4,,2/10/20,0.582995951
252,orange,-20,124-2005 C,SPIC,28.2,47.2,,2/10/20,0.597457627
510,green,-40,124-2005 C,SPIC,37.1,59.1,,2/10/20,0.627749577
488,green,-80,124-2005 C,SPIC,40.7,61.5,,2/10/20,0.661788618
448,green,-40,124-2005 C,SPIC,32.9,46.4,,2/10/20,0.709051724
253,orange,4,126-2003 B,DAVI,12.4,59.5,NA,2/10/20,0.208403361
668,red,-10,126-2003 B,DAVI,17.6,76.4,,2/10/20,0.230366492
237,orange,4,126-2003 B,DAVI,13.2,56.8,78.7,2/10/20,0.232394366
671,red,-10,126-2003 B,DAVI,17.1,70.1,,2/10/20,0.243937233
251,orange,4,126-2003 B,DAVI,15.6,63.6,98.7,2/10/20,0.245283019
667,red,-10,126-2003 B,DAVI,15,48.6,,2/10/20,0.308641975
218,orange,-20,126-2003 B,DAVI,30.1,66.2,,2/10/20,0.454682779
228,orange,-20,126-2003 B,DAVI,36.3,68.2,,2/10/20,0.532258065
192,orange,-20,126-2003 B,DAVI,30,47.3,,2/10/20,0.634249471
458,green,-80,126-2003 B,DAVI,55.4,87.2,,2/10/20,0.635321101
813,blue,-60,126-2003 B,DAVI,57.4,87.8,,2/10/20,0.653758542
509,green,-80,126-2003 B,DAVI,55.9,82.3,,2/10/20,0.679222357
330,yellow,-30,126-2003 B,DAVI,58,83.3,,2/10/20,0.696278511
358,yellow,-30,126-2003 B,DAVI,59.1,84.8,,2/10/20,0.696933962
399,green,-40,126-2003 B,DAVI,58.9,84,,2/10/20,0.701190476
390,green,-40,126-2003 B,DAVI,57.5,81.5,,2/10/20,0.705521472
801,blue,-60,126-2003 B,DAVI,64.6,90.8,,2/10/20,0.711453744
362,yellow,-30,126-2003 B,DAVI,40.5,56.6,,2/10/20,0.715547703
404,green,-80,126-2003 B,DAVI,56.2,75.2,,2/10/20,0.747340426
389,green,-40,126-2003 B,DAVI,67.8,90,,2/10/20,0.753333333
785,blue,-60,126-2003 B,DAVI,64.1,46.2,,2/10/20,1.387445887
799,blue,-60,172-2001 B,CAMP,43.2,155.3,,2/10/20,0.278171281
201,orange,4,172-2001 B,CAMP,24,75.6,172.6,2/10/20,0.317460317
159,orange,4,172-2001 B,CAMP,26.4,80.5,173,2/10/20,0.327950311
177,orange,4,172-2001 B,CAMP,28.8,78,173.7,2/10/20,0.369230769
655,red,-10,172-2001 B,CAMP,25,63.3,,2/10/20,0.394944708
666,red,-10,172-2001 B,CAMP,25,62.3,,2/10/20,0.401284109
651,red,-10,172-2001 B,CAMP,22.6,55.9,,2/10/20,0.404293381
163,orange,-20,172-2001 B,CAMP,31.3,65.3,,2/10/20,0.479326187
175,orange,-20,172-2001 B,CAMP,31.2,63.2,,2/10/20,0.493670886
181,orange,-20,172-2001 B,CAMP,31.2,61.1,,2/10/20,0.510638298
411,green,-80,172-2001 B,CAMP,67.7,100.8,,2/10/20,0.671626984
391,green,-40,172-2001 B,CAMP,55.7,80.8,,2/10/20,0.689356436
460,green,-40,172-2001 B,CAMP,61.4,85.4,,2/10/20,0.718969555
413,green,-80,172-2001 B,CAMP,61,83.5,,2/10/20,0.730538922
435,green,-80,172-2001 B,CAMP,78.9,106.4,,2/10/20,0.741541353
784,blue,-60,172-2001 B,CAMP,49.9,64.9,,2/10/20,0.768875193
334,yellow,-30,172-2001 B,CAMP,75.9,97.8,,2/10/20,0.77607362
270,yellow,-30,172-2001 B,CAMP,60.3,77.2,,2/10/20,0.781088083
309,yellow,-30,172-2001 B,CAMP,56.3,67.8,,2/10/20,0.830383481
439,green,-40,172-2001 B,CAMP,48.3,58.1,,2/10/20,0.831325301
778,blue,-60,172-2001 B,CAMP,48.3,54.4,,2/10/20,0.887867647
100,red,4,1187-2006 B,SACC,17.8,47.3,95.5,2/10/20,0.376321353
75,red,4,1187-2006 B,SACC,17.2,44.8,79.1,2/10/20,0.383928571
113,red,-10,1187-2006 B,SACC,29.6,75.4,,2/10/20,0.392572944
107,red,-10,1187-2006 B,SACC,18.1,40,,2/10/20,0.4525
120,red,4,1187-2006 B,SACC,11.4,25.1,55.3,2/10/20,0.454183267
204,orange,-20,1187-2006 B,SACC,41.5,82.2,,2/10/20,0.50486618
133,orange,-20,1187-2006 B,SACC,32.3,61.9,,2/10/20,0.52180937
77,red,-10,1187-2006 B,SACC,19.6,34.7,,2/10/20,0.564841499
236,orange,-20,1187-2006 B,SACC,20.9,35.7,,2/10/20,0.585434174
339,yellow,-30,1187-2006 B,SACC,35.5,59.7,,2/10/20,0.594639866
350,yellow,-30,1187-2006 B,SACC,28.4,45.5,,2/10/20,0.624175824
638,blue,-60,1187-2006 B,SACC,33.3,53,,2/10/20,0.628301887
543,blue,-60,1187-2006 B,SACC,35.1,53.3,,2/10/20,0.658536585
519,blue,-60,1187-2006 B,SACC,32.4,47,,2/10/20,0.689361702
326,yellow,-30,1187-2006 B,SACC,35.6,51,,2/10/20,0.698039216
629,blue,-80,1187-2006 B,SACC,60,85.4,,2/10/20,0.702576112
626,blue,-80,1187-2006 B,SACC,34,45.8,,2/10/20,0.742358079
484,green,-40,1187-2006 B,SACC,44.2,58.9,,2/10/20,0.750424448
409,green,-40,1187-2006 B,SACC,32.4,42.6,,2/10/20,0.76056338
495,green,-40,1187-2006 B,SACC,41.5,54.4,,2/10/20,0.762867647
628,blue,-80,1187-2006 B,SACC,29.1,34.4,,2/10/20,0.845930233
3,red,4,19634 A,PSEP,12.1,65.3,131,2/10/20,0.185298622
18,red,-10,19634 A,PSEP,20.9,109.5,,2/10/20,0.19086758
83,red,4,19634 A,PSEP,25.7,84.1,138.7,2/10/20,0.305588585
14,red,-10,19634 A,PSEP,17.2,53.2,,2/10/20,0.323308271
1,red,4,19634 A,PSEP,17.5,53.6,117,2/10/20,0.326492537
16,red,-10,19634 A,PSEP,22.7,68.1,,2/10/20,0.333333333
224,orange,-20,19634 A,PSEP,56.9,123.2,,2/10/20,0.461850649
206,orange,-20,19634 A,PSEP,32.2,68.2,,2/10/20,0.472140762
207,orange,-20,19634 A,PSEP,36.6,65.2,,2/10/20,0.561349693
558,blue,-60,19634 A,PSEP,108.1,181.8,,2/10/20,0.594609461
258,yellow,-30,19634 A,PSEP,68.5,110.1,,2/10/20,0.622161671
563,blue,-80,19634 A,PSEP,73.3,115.9,,2/10/20,0.63244176
588,blue,-60,19634 A,PSEP,65.6,102.6,,2/10/20,0.639376218
426,green,-40,19634 A,PSEP,61.1,93.9,,2/10/20,0.650692226
259,yellow,-30,19634 A,PSEP,64.1,97.6,,2/10/20,0.656762295
595,blue,-80,19634 A,PSEP,72.1,103.7,,2/10/20,0.695274831
623,blue,-80,19634 A,PSEP,74.7,106.8,,2/10/20,0.699438202
349,yellow,-30,19634 A,PSEP,74.9,106.5,,2/10/20,0.703286385
491,green,-40,19634 A,PSEP,105.8,145.6,,2/10/20,0.726648352
560,blue,-60,19634 A,PSEP,134.4,179.8,,2/10/20,0.747497219
398,green,-40,19634 A,PSEP,64.1,85.4,,2/10/20,0.75058548
180,orange,4,197-2001 A,NEGU,17.4,87,161.9,2/10/20,0.2
188,orange,4,197-2001 A,NEGU,31.5,152.3,216,2/10/20,0.206828628
681,red,-10,197-2001 A,NEGU,23.3,95.6,,2/10/20,0.243723849
684,red,-10,197-2001 A,NEGU,18.3,64.4,,2/10/20,0.284161491
682,red,-10,197-2001 A,NEGU,23.3,80.1,,2/10/20,0.290886392
174,orange,4,197-2001 A,NEGU,16.4,53.1,142.4,2/10/20,0.308851224
199,orange,-20,197-2001 A,NEGU,47.2,137.5,,2/10/20,0.343272727
432,green,-80,197-2001 A,NEGU,61.9,156.4,,2/10/20,0.395780051
176,orange,-20,197-2001 A,NEGU,43.3,99.9,,2/10/20,0.433433433
229,orange,-20,197-2001 A,NEGU,54.4,118,,2/10/20,0.461016949
500,green,-80,197-2001 A,NEGU,44.5,94.5,,2/10/20,0.470899471
511,green,-80,197-2001 A,NEGU,75.4,149.5,,2/10/20,0.504347826
383,yellow,-30,197-2001 A,NEGU,61.5,119.1,,2/10/20,0.516372796
440,green,-40,197-2001 A,NEGU,53.8,101.8,,2/10/20,0.52848723
322,yellow,-30,197-2001 A,NEGU,60.3,109.1,,2/10/20,0.552703941
807,blue,-60,197-2001 A,NEGU,73.4,125.6,,2/10/20,0.584394904
506,green,-40,197-2001 A,NEGU,60.9,103.3,,2/10/20,0.589545015
802,blue,-60,197-2001 A,NEGU,61.9,102.5,,2/10/20,0.603902439
320,yellow,-30,197-2001 A,NEGU,50.7,82.3,,2/10/20,0.616038882
433,green,-40,197-2001 A,NEGU,88.8,131.3,,2/10/20,0.676313785
790,blue,-60,197-2001 A,NEGU,50.9,47.4,,2/10/20,1.073839662
694,orange,4,207-2005 A,RUBR,10.3,35.9,68.3,2/10/20,0.286908078
704,orange,4,207-2005 A,RUBR,14.6,49.5,94.5,2/10/20,0.294949495
703,orange,4,207-2005 A,RUBR,12.5,40,75.4,2/10/20,0.3125
657,red,-10,207-2005 A,RUBR,14.9,38.6,,2/10/20,0.386010363
659,red,-10,207-2005 A,RUBR,15.3,34.4,,2/10/20,0.444767442
696,orange,-20,207-2005 A,RUBR,20.7,45.9,,2/10/20,0.450980392
706,orange,-20,207-2005 A,RUBR,14.5,30.2,,2/10/20,0.48013245
282,yellow,-30,207-2005 A,RUBR,24.7,44.3,,2/10/20,0.557562077
652,red,-10,207-2005 A,RUBR,12.6,22.5,,2/10/20,0.56
732,green,-80,207-2005 A,RUBR,32,55.5,,2/10/20,0.576576577
272,yellow,-30,207-2005 A,RUBR,24,41.1,,2/10/20,0.583941606
281,yellow,-30,207-2005 A,RUBR,24,40.2,,2/10/20,0.597014925
609,blue,-60,207-2005 A,RUBR,28.6,47.2,,2/10/20,0.605932203
708,orange,-20,207-2005 A,RUBR,30.9,49.1,,2/10/20,0.629327902
640,blue,-60,207-2005 A,RUBR,27.9,42.7,,2/10/20,0.653395785
739,green,-40,207-2005 A,RUBR,32.1,47,,2/10/20,0.682978723
455,green,-80,207-2005 A,RUBR,37.1,52.8,,2/10/20,0.702651515
772,green,-40,207-2005 A,RUBR,34.9,49.1,,2/10/20,0.710794297
418,green,-80,207-2005 A,RUBR,33,46,,2/10/20,0.717391304
767,green,-40,207-2005 A,RUBR,32.3,44.4,,2/10/20,0.727477477
619,blue,-60,207-2005 A,RUBR,44.4,57.5,,2/10/20,0.772173913
88,red,4,22858 B,PSEP,17.1,97.8,206.3,2/10/20,0.174846626
69,red,-10,22858 B,PSEP,22.8,92,,2/10/20,0.247826087
106,red,-10,22858 B,PSEP,28.7,115.2,,2/10/20,0.249131944
78,red,4,22858 B,PSEP,23.7,93.3,214.8,2/10/20,0.254019293
50,red,-10,22858 B,PSEP,29,97.4,,2/10/20,0.297741273
69,red,4,22858 B,PSEP,22.7,75.1,213.8,2/10/20,0.302263648
143,orange,-20,22858 B,PSEP,47.4,118,,2/10/20,0.401694915
217,orange,-20,22858 B,PSEP,53.5,118.2,,2/10/20,0.452622673
242,orange,-20,22858 B,PSEP,61,126.6,,2/10/20,0.481832543
372,yellow,-30,22858 B,PSEP,63.5,102.9,,2/10/20,0.617103984
530,blue,-60,22858 B,PSEP,100.5,146,,2/10/20,0.688356164
517,blue,-60,22858 B,PSEP,82.8,120,,2/10/20,0.69
313,yellow,-30,22858 B,PSEP,89.2,124.9,,2/10/20,0.714171337
535,blue,-80,22858 B,PSEP,99.4,137.7,,2/10/20,0.721859114
569,blue,-60,22858 B,PSEP,97,133.9,,2/10/20,0.72442121
355,yellow,-30,22858 B,PSEP,95.7,131.3,,2/10/20,0.728865194
446,green,-40,22858 B,PSEP,76,103.2,,2/10/20,0.736434109
522,blue,-80,22858 B,PSEP,71.6,94.9,,2/10/20,0.754478398
466,green,-40,22858 B,PSEP,107.3,139.5,,2/10/20,0.769175627
485,green,-40,22858 B,PSEP,82.9,103.8,,2/10/20,0.798651252
545,blue,-80,22858 B,PSEP,112.1,138.3,,2/10/20,0.810556761
167,orange,4,246-2010 A,SACC,15,52.6,89.6,2/10/20,0.285171103
164,orange,4,246-2010 A,SACC,12.1,38,62,2/10/20,0.318421053
153,orange,4,246-2010 A,SACC,14.1,39.1,70.5,2/10/20,0.360613811
787,blue,-60,246-2010 A,SACC,32.2,87.8,,2/10/20,0.366742597
660,red,-10,246-2010 A,SACC,21.3,51.2,,2/10/20,0.416015625
239,orange,-20,246-2010 A,SACC,28.9,62.8,,2/10/20,0.460191083
680,red,-10,246-2010 A,SACC,11.7,25.4,,2/10/20,0.460629921
170,orange,-20,246-2010 A,SACC,22.8,49.4,,2/10/20,0.461538462
672,red,-10,246-2010 A,SACC,11.9,24.2,,2/10/20,0.491735537
280,yellow,-30,246-2010 A,SACC,30.9,56.7,,2/10/20,0.544973545
788,blue,-60,246-2010 A,SACC,33.7,59.6,,2/10/20,0.565436242
250,orange,-20,246-2010 A,SACC,19.2,33.5,,2/10/20,0.573134328
292,yellow,-30,246-2010 A,SACC,23.1,40.1,,2/10/20,0.57605985
461,green,-40,246-2010 A,SACC,30.2,48.6,,2/10/20,0.621399177
384,yellow,-30,246-2010 A,SACC,18,28.9,,2/10/20,0.62283737
786,blue,-60,246-2010 A,SACC,39.8,61.8,,2/10/20,0.644012945
469,green,-40,246-2010 A,SACC,43.4,66.2,,2/10/20,0.655589124
457,green,-80,246-2010 A,SACC,21,31,,2/10/20,0.677419355
502,green,-80,246-2010 A,SACC,42.6,61.6,,2/10/20,0.691558442
487,green,-80,246-2010 A,SACC,19.7,28.2,,2/10/20,0.69858156
498,green,-40,246-2010 A,SACC,32.8,44.8,,2/10/20,0.732142857
29,red,4,253-2013 A,NEGU,17.6,66.6,112.3,2/10/20,0.264264264
6,red,4,253-2013 A,NEGU,17.1,63.3,129.4,2/10/20,0.27014218
28,red,-10,253-2013 A,NEGU,15.4,51.4,,2/10/20,0.299610895
53,red,-10,253-2013 A,NEGU,13.5,33.9,,2/10/20,0.398230088
624,blue,-80,253-2013 A,NEGU,52.1,97.7,,2/10/20,0.533265097
235,orange,-20,253-2013 A,NEGU,40.9,73.4,,2/10/20,0.557220708
172,orange,-20,253-2013 A,NEGU,49.4,87.2,,2/10/20,0.566513761
594,blue,-80,253-2013 A,NEGU,24.2,42,,2/10/20,0.576190476
209,orange,-20,253-2013 A,NEGU,23.7,40.6,,2/10/20,0.583743842
586,blue,-60,253-2013 A,NEGU,48.6,78.4,,2/10/20,0.619897959
610,blue,-80,253-2013 A,NEGU,36.4,58.1,,2/10/20,0.626506024
616,blue,-60,253-2013 A,NEGU,58.8,91.1,,2/10/20,0.645444566
592,blue,-60,253-2013 A,NEGU,58.7,88.2,,2/10/20,0.66553288
257,yellow,-30,253-2013 A,NEGU,44.5,66,,2/10/20,0.674242424
451,green,-40,253-2013 A,NEGU,41.5,61.2,,2/10/20,0.678104575
316,yellow,-30,253-2013 A,NEGU,39.2,57.6,,2/10/20,0.680555556
465,green,-40,253-2013 A,NEGU,36.6,52,,2/10/20,0.703846154
407,green,-40,253-2013 A,NEGU,31.7,43.5,,2/10/20,0.728735632
347,yellow,-30,253-2013 A,NEGU,37.9,51.9,,2/10/20,0.730250482
17,red,-10,253-2013 A,NEGU,162.8,219.1,,2/10/20,0.743039708
13,red,4,253-2013 A,NEGU,170.7,222.9,247,2/10/20,0.765814266
4,red,4,253-2013 B,NEGU,19.2,73.8,129.2,2/10/20,0.260162602
63,red,4,253-2013 B,NEGU,20.4,78.1,NA,2/10/20,0.261203585
31,red,4,253-2013 B,NEGU,22.8,72.3,147.2,2/10/20,0.315352697
15,red,-10,253-2013 B,NEGU,25.8,75,,2/10/20,0.344
5,red,-10,253-2013 B,NEGU,32.3,90.5,,2/10/20,0.356906077
2,red,-10,253-2013 B,NEGU,23.3,57.7,,2/10/20,0.403812825
130,orange,-20,253-2013 B,NEGU,52.6,97.9,,2/10/20,0.537282942
573,blue,-80,253-2013 B,NEGU,97.9,173.2,,2/10/20,0.565242494
132,orange,-20,253-2013 B,NEGU,58.7,103.6,,2/10/20,0.566602317
589,blue,-80,253-2013 B,NEGU,63.3,105.6,,2/10/20,0.599431818
306,yellow,-30,253-2013 B,NEGU,63.9,98.6,,2/10/20,0.648073022
447,green,-40,253-2013 B,NEGU,72,107.8,,2/10/20,0.667903525
593,blue,-60,253-2013 B,NEGU,58.6,86.8,,2/10/20,0.675115207
581,blue,-60,253-2013 B,NEGU,57.2,82.7,,2/10/20,0.69165659
598,blue,-60,253-2013 B,NEGU,55.4,80,,2/10/20,0.6925
308,yellow,-30,253-2013 B,NEGU,58.3,84.1,,2/10/20,0.693222354
310,yellow,-30,253-2013 B,NEGU,64.9,92.5,,2/10/20,0.701621622
561,blue,-80,253-2013 B,NEGU,61.7,84.4,,2/10/20,0.731042654
424,green,-40,253-2013 B,NEGU,61.6,80.4,,2/10/20,0.766169154
481,green,-40,253-2013 B,NEGU,59.3,70.3,,2/10/20,0.843527738
233,orange,-20,253-2013 B,NEGU,47.2,NA,,2/10/20,#VALUE!
44,red,4,270-2010 A,SPIC,8.7,27.3,45.9,2/10/20,0.318681319
43,red,4,270-2010 A,SPIC,6.9,18.4,39.4,2/10/20,0.375
11,red,-10,270-2010 A,SPIC,12.7,33.7,,2/10/20,0.376854599
10,red,-10,270-2010 A,SPIC,8.1,20.8,,2/10/20,0.389423077
57,red,-10,270-2010 A,SPIC,13.1,29.5,,2/10/20,0.444067797
222,orange,-20,270-2010 A,SPIC,13.2,26.8,,2/10/20,0.492537313
208,orange,-20,270-2010 A,SPIC,13.3,26.5,,2/10/20,0.501886792
9,red,4,270-2010 A,SPIC,11.5,22.7,54.8,2/10/20,0.50660793
245,orange,-20,270-2010 A,SPIC,14.8,28.1,,2/10/20,0.526690391
369,yellow,-30,270-2010 A,SPIC,20,36,,2/10/20,0.555555556
312,yellow,-30,270-2010 A,SPIC,15.9,28.5,,2/10/20,0.557894737
333,yellow,-30,270-2010 A,SPIC,12.3,21.7,,2/10/20,0.566820276
515,blue,-80,270-2010 A,SPIC,19.6,33.5,,2/10/20,0.585074627
555,blue,-60,270-2010 A,SPIC,21.2,36,,2/10/20,0.588888889
564,blue,-80,270-2010 A,SPIC,22.9,37.4,,2/10/20,0.612299465
567,blue,-80,270-2010 A,SPIC,20.3,32.8,,2/10/20,0.618902439
531,blue,-60,270-2010 A,SPIC,19.4,29.3,,2/10/20,0.662116041
477,green,-40,270-2010 A,SPIC,23.2,34,,2/10/20,0.682352941
497,green,-40,270-2010 A,SPIC,19,27,,2/10/20,0.703703704
566,blue,-60,270-2010 A,SPIC,26.1,36.4,,2/10/20,0.717032967
472,green,-40,270-2010 A,SPIC,30.2,41,,2/10/20,0.736585366
67,red,4,31-73 A,HYRC,9.3,26.9,61,2/10/20,0.345724907
73,red,4,31-73 A,HYRC,14.6,42,81.7,2/10/20,0.347619048
104,red,4,31-73 A,HYRC,16.7,45.7,96.7,2/10/20,0.365426696
59,red,-10,31-73 A,HYRC,13.5,34.9,,2/10/20,0.386819484
124,red,-10,31-73 A,HYRC,12.1,30.9,,2/10/20,0.391585761
125,red,-10,31-73 A,HYRC,13.9,34.3,,2/10/20,0.405247813
210,orange,-20,31-73 A,HYRC,17.5,36.4,,2/10/20,0.480769231
139,orange,-20,31-73 A,HYRC,23.3,43.2,,2/10/20,0.539351852
212,orange,-20,31-73 A,HYRC,19.9,36.1,,2/10/20,0.551246537
298,yellow,-30,31-73 A,HYRC,20.9,34.7,,2/10/20,0.602305476
608,blue,-60,31-73 A,HYRC,26.6,43.7,,2/10/20,0.608695652
606,blue,-60,31-73 A,HYRC,23.2,36.4,,2/10/20,0.637362637
288,yellow,-30,31-73 A,HYRC,23,35.5,,2/10/20,0.647887324
549,blue,-80,31-73 A,HYRC,24.1,36.2,,2/10/20,0.665745856
297,yellow,-30,31-73 A,HYRC,28.6,42.6,,2/10/20,0.671361502
636,blue,-80,31-73 A,HYRC,43.9,64.2,,2/10/20,0.683800623
603,blue,-60,31-73 A,HYRC,28.6,41.5,,2/10/20,0.689156627
514,blue,-80,31-73 A,HYRC,24.8,35,,2/10/20,0.708571429
456,green,-40,31-73 A,HYRC,33.9,42.3,,2/10/20,0.80141844
431,green,-40,31-73 A,HYRC,32,38.3,,2/10/20,0.835509138
427,green,-40,31-73 A,HYRC,47.5,56.3,,2/10/20,0.843694494
690,orange,4,31-73 B,HYRC,11.1,33,65.9,2/10/20,0.336363636
709,orange,4,31-73 B,HYRC,9.5,24.4,81.4,2/10/20,0.389344262
720,orange,4,31-73 B,HYRC,15.4,39.2,102.6,2/10/20,0.392857143
118,red,-10,31-73 B,HYRC,20.8,45.1,,2/10/20,0.461197339
646,red,-10,31-73 B,HYRC,13.1,28.2,,2/10/20,0.464539007
102,red,-10,31-73 B,HYRC,17.4,37.4,,2/10/20,0.465240642
793,blue,-60,31-73 B,HYRC,35,71.8,,2/10/20,0.487465181
430,green,-80,31-73 B,HYRC,21.5,42.2,,2/10/20,0.509478673
718,orange,-20,31-73 B,HYRC,23.1,41,,2/10/20,0.563414634
725,orange,-20,31-73 B,HYRC,21,35.3,,2/10/20,0.59490085
730,orange,-20,31-73 B,HYRC,18.8,31.5,,2/10/20,0.596825397
364,yellow,-30,31-73 B,HYRC,26.3,41.1,,2/10/20,0.639902676
635,blue,-60,31-73 B,HYRC,21.8,31.6,,2/10/20,0.689873418
294,yellow,-30,31-73 B,HYRC,30.5,43.8,,2/10/20,0.696347032
753,green,-40,31-73 B,HYRC,29.7,41.8,,2/10/20,0.710526316
474,green,-40,31-73 B,HYRC,19.6,26.2,,2/10/20,0.748091603
803,blue,-60,31-73 B,HYRC,27.1,35.8,,2/10/20,0.75698324
762,green,-80,31-73 B,HYRC,31,40.3,,2/10/20,0.769230769
756,green,-40,31-73 B,HYRC,37.9,48.8,,2/10/20,0.776639344
387,green,-80,31-73 B,HYRC,25.7,33,,2/10/20,0.778787879
283,yellow,-30,31-73 B,HYRC,20.9,24.6,,2/10/20,0.849593496
70,red,4,31-73 C,HYRC,20.1,43.4,75.2,2/10/20,0.463133641
116,red,-10,31-73 C,HYRC,24.5,52.3,,2/10/20,0.468451243
128,red,-10,31-73 C,HYRC,19,38,,2/10/20,0.5
84,red,4,31-73 C,HYRC,23.9,46.9,96.8,2/10/20,0.509594883
141,orange,-20,31-73 C,HYRC,24.1,46.8,,2/10/20,0.514957265
110,red,4,31-73 C,HYRC,20.2,38.7,81.2,2/10/20,0.521963824
323,yellow,-30,31-73 C,HYRC,23.9,43.7,,2/10/20,0.546910755
103,red,-10,31-73 C,HYRC,23.5,42.1,,2/10/20,0.558194774
276,yellow,-30,31-73 C,HYRC,24.4,42.1,,2/10/20,0.579572447
248,orange,-20,31-73 C,HYRC,24.1,38.7,,2/10/20,0.622739018
602,blue,-60,31-73 C,HYRC,26.8,41.5,,2/10/20,0.645783133
